,TIME,SRC,PACKET_SIZE,CUMULATIVE_PACKET_SIZE,TOTAL_PACKET_SIZE
1253,0.042998,-1.0,140.0,2776.0,3335.0
1254,0.010612,-1.0,110.0,2874.0,3006.0
1255,0.006971,-1.0,230.0,2396.0,2963.0
1256,0.006402,-1.0,66.0,580.0,5082.0
1257,0.068241,-1.0,278.0,5720.0,7367.0
1258,0.001737,1.0,606.0,746.0,2092.0
1259,0.054109,1.0,572.0,10621.0,10894.0
1260,0.0,-1.0,66.0,66.0,2944.0
1261,0.002627,-1.0,66.0,933.0,1591.0
1262,0.037283,-1.0,97.0,2931.0,3164.0
1263,0.073654,-1.0,66.0,6188.0,6188.0
1264,0.010108,-1.0,66.0,2764.0,3094.0
1265,0.009141,1.0,97.0,2699.0,3007.0
1266,0.004893,1.0,66.0,1230.0,3096.0
1267,0.01095,-1.0,97.0,2797.0,3030.0
1268,0.001465,1.0,66.0,214.0,3096.0
1269,0.002492,-1.0,66.0,1700.0,8585.0
1270,0.018721,1.0,571.0,2603.0,3096.0
1271,0.01871,1.0,236.0,2110.0,3174.0
1272,0.05973,-1.0,140.0,12268.0,12607.0
1273,0.043909,-1.0,278.0,1230.0,3160.0
1274,0.011873,1.0,74.0,140.0,3040.0
1275,0.00227,-1.0,66.0,763.0,7100.0
1276,0.000115,-1.0,105.0,352.0,3599.0
1277,0.075497,-1.0,74.0,148.0,820.0
1278,0.000112,1.0,540.0,1501.0,6682.0
1279,0.048654,1.0,606.0,7651.0,9829.0
1280,0.012825,-1.0,66.0,3321.0,3563.0
1281,0.07191,-1.0,74.0,148.0,820.0
1282,0.0,-1.0,97.0,97.0,3417.0
1283,3.1e-05,1.0,66.0,140.0,2059.0
1284,0.009834,1.0,236.0,1596.0,2999.0
1285,0.068937,-1.0,66.0,9228.0,9492.0
1286,0.009477,1.0,66.0,2571.0,3653.0
1287,0.064958,1.0,606.0,6936.0,8957.0
1288,0.02117,-1.0,66.0,2572.0,2933.0
1289,0.0,1.0,74.0,74.0,2978.0
1290,2.6e-05,1.0,66.0,140.0,2062.0
1291,0.068153,1.0,66.0,214.0,820.0
1292,0.002096,-1.0,74.0,148.0,2994.0
1293,0.040796,1.0,66.0,2632.0,3125.0
1294,0.016385,-1.0,110.0,2775.0,2907.0
1295,0.007102,1.0,536.0,2132.0,3061.0
1296,0.031071,-1.0,110.0,3495.0,3627.0
1297,0.013251,1.0,66.0,3513.0,6746.0
1298,0.024547,-1.0,66.0,1688.0,6597.0
1299,0.031336,-1.0,66.0,952.0,3128.0
1300,0.031768,-1.0,140.0,3256.0,3815.0
1301,0.035162,1.0,74.0,729.0,3801.0
1302,0.018109,1.0,130.0,1360.0,2972.0
1303,0.001761,1.0,66.0,214.0,3060.0
1304,0.048172,1.0,583.0,5190.0,11314.0
1305,0.059614,1.0,66.0,3650.0,3650.0
1306,0.025025,-1.0,278.0,1230.0,3129.0
1307,0.007934,1.0,236.0,1596.0,3063.0
1308,0.030612,-1.0,278.0,1230.0,3126.0
1309,0.015583,1.0,205.0,1046.0,3714.0
1310,0.006944,1.0,130.0,1360.0,3063.0
1311,8e-06,1.0,66.0,161.0,1026.0
1312,0.073964,1.0,66.0,1156.0,2062.0
1313,0.078406,-1.0,278.0,1090.0,2059.0
1314,0.072258,1.0,130.0,1286.0,2061.0
1315,3.2e-05,1.0,66.0,140.0,2058.0
1316,0.071168,1.0,130.0,1286.0,2061.0
1317,0.00966,-1.0,146.0,1245.0,5041.0
1318,0.079804,1.0,236.0,1522.0,2058.0
1319,0.002041,1.0,606.0,746.0,2060.0
1320,0.002016,-1.0,74.0,148.0,3065.0
1321,0.0,1.0,74.0,74.0,3064.0
1322,0.001714,-1.0,74.0,148.0,3111.0
1323,0.0523,1.0,74.0,2626.0,5482.0
1324,0.001805,1.0,606.0,746.0,2063.0
1325,0.044097,-1.0,140.0,8347.0,9549.0
1326,0.007119,1.0,537.0,2133.0,3062.0
1327,0.023447,1.0,66.0,2639.0,3044.0
1328,0.000369,-1.0,142.0,486.0,3765.0
1329,0.010839,1.0,97.0,1849.0,2157.0
1330,0.001755,-1.0,74.0,148.0,3178.0
1331,0.070179,1.0,66.0,214.0,820.0
1332,0.012238,1.0,540.0,2136.0,3065.0
1333,0.004544,1.0,66.0,1230.0,3062.0
1334,0.004855,-1.0,278.0,1164.0,2977.0
1335,0.012119,1.0,97.0,1546.0,1800.0
1336,0.0,-1.0,74.0,74.0,2992.0
1337,0.01673,-1.0,230.0,2363.0,3062.0
1338,0.078837,1.0,236.0,1522.0,2062.0
1339,2.2e-05,1.0,66.0,140.0,2098.0
1340,0.083391,-1.0,66.0,812.0,2093.0
1341,0.006767,1.0,66.0,1778.0,3686.0
1342,0.012674,1.0,66.0,2391.0,2997.0
1343,0.036854,1.0,74.0,2146.0,2146.0
1344,0.069843,1.0,66.0,1156.0,2094.0
1345,0.083301,-1.0,66.0,812.0,2095.0
1346,0.074881,1.0,130.0,1286.0,2097.0
1347,0.076681,-1.0,66.0,812.0,2094.0
1348,0.006056,1.0,130.0,1360.0,3097.0
1349,0.011622,1.0,574.0,2170.0,3011.0
1350,0.002017,-1.0,74.0,148.0,3050.0
1351,0.002498,-1.0,66.0,1582.0,6453.0
1352,0.082456,-1.0,74.0,148.0,820.0
1353,0.00201,-1.0,74.0,148.0,2979.0
1354,0.072037,1.0,66.0,214.0,820.0
1355,0.0,1.0,66.0,66.0,2698.0
1356,0.060873,-1.0,66.0,2977.0,2977.0
1357,0.008322,-1.0,66.0,233.0,307.0
1358,0.075629,1.0,606.0,820.0,820.0
1359,0.040181,1.0,74.0,206.0,3002.0
1360,0.022698,-1.0,334.0,2646.0,7453.0
1361,0.0,-1.0,66.0,66.0,3135.0
1362,0.014954,-1.0,110.0,2848.0,2980.0
1363,0.023614,1.0,583.0,2596.0,3527.0
1364,0.074362,-1.0,74.0,148.0,820.0
1365,0.0,1.0,74.0,74.0,3112.0
1366,0.014161,-1.0,97.0,2835.0,3068.0
1367,0.003555,1.0,606.0,820.0,3068.0
1368,0.018026,-1.0,110.0,2846.0,2912.0
1369,3.1e-05,1.0,66.0,140.0,2092.0
1370,0.001443,1.0,66.0,214.0,3029.0
1371,0.006189,1.0,66.0,1230.0,3244.0
1372,0.0,-1.0,66.0,66.0,3416.0
1373,0.010173,1.0,66.0,1230.0,3179.0
1374,0.076058,1.0,66.0,214.0,820.0
1375,0.075893,-1.0,74.0,148.0,820.0
1376,0.007163,1.0,66.0,1795.0,2437.0
1377,0.066731,1.0,66.0,3715.0,4882.0
1378,0.080809,1.0,606.0,820.0,820.0
1379,7.1e-05,-1.0,105.0,349.0,660.0
1380,0.004847,1.0,606.0,820.0,3005.0
1381,0.051185,-1.0,278.0,1230.0,2939.0
1382,0.061733,1.0,97.0,2762.0,3092.0
1383,0.001548,1.0,66.0,414.0,2113.0
1384,0.007661,1.0,236.0,1596.0,3005.0
1385,0.051374,-1.0,66.0,3094.0,3094.0
1386,0.060259,1.0,66.0,3093.0,3093.0
1387,0.079071,-1.0,101.0,673.0,739.0
1388,3e-05,1.0,66.0,277.0,604.0
1389,0.001931,-1.0,97.0,313.0,1321.0
1390,1.1e-05,1.0,66.0,167.0,167.0
1391,0.058396,-1.0,101.0,811.0,811.0
1392,0.024152,1.0,224.0,1293.0,1460.0
1393,0.042156,1.0,66.0,633.0,633.0
1394,0.001745,-1.0,66.0,672.0,3068.0
1395,0.009074,1.0,130.0,1360.0,2997.0
1396,0.00911,1.0,130.0,1360.0,2997.0
1397,0.013217,1.0,536.0,1682.0,2305.0
1398,0.0,1.0,130.0,130.0,1879.0
1399,0.018133,-1.0,140.0,2429.0,2900.0
1400,0.007538,1.0,97.0,2592.0,2900.0
1401,0.005371,1.0,130.0,1360.0,2973.0
1402,0.074484,1.0,130.0,1286.0,2059.0
1403,0.016765,1.0,130.0,1360.0,2842.0
1404,0.05281,1.0,66.0,2694.0,2760.0
1405,0.074263,1.0,130.0,1286.0,2060.0
1406,0.011006,1.0,538.0,2504.0,2997.0
1407,0.07259,-1.0,74.0,148.0,820.0
1408,0.007481,-1.0,140.0,2503.0,3062.0
1409,0.009688,1.0,236.0,1020.0,2048.0
1410,0.009084,-1.0,66.0,2635.0,2974.0
1411,0.0,-1.0,66.0,66.0,2287.0
1412,0.073657,-1.0,74.0,148.0,797.0
1413,0.080552,1.0,66.0,1156.0,2062.0
1414,0.0,1.0,74.0,74.0,2996.0
1415,0.070677,1.0,130.0,1286.0,2063.0
1416,0.041592,-1.0,66.0,952.0,3063.0
1417,0.005916,-1.0,278.0,1164.0,2998.0
1418,0.016875,1.0,538.0,6649.0,7815.0
1419,0.078384,1.0,538.0,2060.0,2060.0
1420,0.01124,-1.0,66.0,968.0,3968.0
1421,0.001663,1.0,664.0,730.0,1622.0
1422,0.030777,-1.0,74.0,1973.0,4889.0
1423,0.042278,-1.0,140.0,2570.0,3041.0
1424,0.034322,-1.0,105.0,2060.0,3645.0
1425,0.035313,1.0,539.0,3091.0,3496.0
1426,0.005223,-1.0,66.0,1918.0,3939.0
1427,0.008905,-1.0,140.0,2506.0,3065.0
1428,0.015546,-1.0,66.0,2207.0,4099.0
1429,0.03019,1.0,236.0,1662.0,3132.0
1430,0.001448,-1.0,74.0,148.0,2998.0
1431,0.00939,1.0,66.0,2559.0,6487.0
1432,0.07569,1.0,66.0,2977.0,3043.0
1433,0.035486,-1.0,66.0,1070.0,4652.0
1434,0.011022,-1.0,97.0,2835.0,3068.0
1435,0.037996,-1.0,140.0,2740.0,3299.0
1436,0.000986,1.0,101.0,167.0,3301.0
1437,0.017093,1.0,97.0,2671.0,2979.0
1438,0.001724,-1.0,74.0,148.0,3065.0
1439,0.032132,1.0,66.0,412.0,3175.0
1440,0.046284,-1.0,140.0,1796.0,3043.0
1441,0.009093,1.0,66.0,2574.0,3067.0
1442,0.067847,1.0,66.0,280.0,886.0
1443,0.008577,1.0,671.0,2033.0,5891.0
1444,0.041599,-1.0,101.0,6693.0,7159.0
1445,0.007768,-1.0,140.0,2505.0,3064.0
1446,0.003182,1.0,606.0,820.0,2976.0
1447,0.021929,1.0,66.0,2640.0,3045.0
1448,0.043842,-1.0,66.0,6311.0,6641.0
1449,0.022691,1.0,606.0,1471.0,3717.0
1450,0.072123,-1.0,74.0,148.0,820.0
1451,0.007291,1.0,236.0,1596.0,3091.0
1452,0.007605,1.0,569.0,2165.0,3094.0
1453,0.056397,-1.0,101.0,3724.0,3790.0
1454,0.01273,-1.0,97.0,4070.0,7438.0
1455,0.050095,-1.0,66.0,3091.0,3091.0
1456,0.001731,-1.0,74.0,148.0,3091.0
1457,0.044545,-1.0,66.0,952.0,3091.0
1458,0.004372,-1.0,230.0,1376.0,2877.0
1459,0.019349,-1.0,66.0,931.0,4453.0
1460,0.016735,-1.0,97.0,3367.0,6737.0
1461,0.038627,1.0,236.0,1903.0,3398.0
1462,0.06756,1.0,66.0,214.0,820.0
1463,0.008104,1.0,66.0,1796.0,3004.0
1464,0.009388,-1.0,101.0,2959.0,3091.0
1465,0.054965,-1.0,74.0,214.0,3025.0
1466,0.006286,1.0,130.0,1360.0,3093.0
1467,0.013882,-1.0,66.0,1193.0,4696.0
1468,0.014015,1.0,236.0,2032.0,3091.0
1469,0.052963,-1.0,101.0,3303.0,3369.0
1470,0.008006,-1.0,230.0,2392.0,3091.0
1471,0.053006,-1.0,278.0,1604.0,3467.0
1472,0.046731,-1.0,66.0,952.0,3006.0
1473,0.001722,-1.0,74.0,148.0,3095.0
1474,0.007899,1.0,105.0,1845.0,1985.0
1475,0.003115,1.0,606.0,820.0,3095.0
1476,0.008502,-1.0,101.0,2966.0,3098.0
1477,0.006243,1.0,66.0,1230.0,3095.0
1478,0.003078,1.0,606.0,820.0,3009.0
1479,0.015746,-1.0,97.0,2864.0,3097.0
1480,0.007604,1.0,236.0,1596.0,3029.0
1481,0.005121,-1.0,66.0,886.0,2941.0
1482,0.006275,-1.0,278.0,1164.0,3097.0
1483,0.060906,-1.0,110.0,5070.0,5070.0
1484,0.003462,1.0,606.0,820.0,3007.0
1485,0.001805,1.0,66.0,214.0,3007.0
1486,0.01178,1.0,66.0,1622.0,4801.0
1487,0.00492,1.0,66.0,1230.0,3008.0
1488,0.006971,1.0,236.0,2032.0,3098.0
1489,0.008716,1.0,236.0,1818.0,2881.0
1490,0.004253,1.0,663.0,1082.0,4904.0
1491,0.001737,1.0,66.0,214.0,3098.0
1492,0.069839,-1.0,66.0,812.0,2093.0
1493,0.006698,-1.0,97.0,1124.0,3456.0
1494,0.030038,1.0,66.0,1073.0,4274.0
1495,0.007,-1.0,230.0,2398.0,3097.0
1496,0.056742,-1.0,66.0,2833.0,2943.0
1497,3e-05,1.0,879.0,1120.0,11077.0
1498,0.058377,1.0,74.0,2146.0,5099.0
1499,0.077116,1.0,130.0,1286.0,2091.0
1500,0.008707,1.0,236.0,1596.0,3093.0
1501,0.001737,-1.0,74.0,148.0,2961.0
1502,0.001708,1.0,66.0,1016.0,2879.0
1503,0.079772,-1.0,66.0,3158.0,3158.0
1504,0.00832,-1.0,66.0,2763.0,3005.0
1505,0.004836,-1.0,278.0,1164.0,3092.0
1506,0.004621,-1.0,66.0,886.0,3006.0
1507,0.000528,-1.0,66.0,289.0,456.0
1508,0.024917,1.0,66.0,1656.0,14681.0
1509,0.082846,-1.0,74.0,148.0,820.0
1510,0.076224,1.0,66.0,1156.0,2091.0
1511,0.004235,-1.0,97.0,440.0,2356.0
1512,0.073339,1.0,236.0,1522.0,2088.0
1513,5e-05,1.0,105.0,171.0,3299.0
1514,0.041651,-1.0,101.0,3000.0,3132.0
1515,5.9e-05,-1.0,97.0,244.0,3560.0
1516,0.011269,-1.0,97.0,2830.0,3063.0
1517,0.003656,1.0,105.0,373.0,513.0
1518,0.0,-1.0,66.0,66.0,2341.0
1519,0.024307,-1.0,97.0,3297.0,6570.0
1520,0.041522,1.0,74.0,140.0,140.0
1521,0.076444,1.0,540.0,2062.0,2062.0
1522,0.039381,1.0,66.0,1232.0,4084.0
1523,0.057638,1.0,97.0,6010.0,6186.0
1524,0.015345,-1.0,150.0,3358.0,3871.0
1525,0.075213,-1.0,74.0,148.0,820.0
1526,0.046457,1.0,97.0,8667.0,8975.0
1527,0.009028,-1.0,101.0,2933.0,3065.0
1528,0.007511,-1.0,105.0,2073.0,5963.0
1529,0.003612,1.0,606.0,820.0,3065.0
1530,0.01038,-1.0,97.0,2833.0,3066.0
1531,0.001484,-1.0,74.0,148.0,2980.0
1532,0.051571,1.0,130.0,4991.0,6632.0
1533,0.011422,1.0,66.0,1796.0,2910.0
1534,0.004986,1.0,66.0,1230.0,3068.0
1535,0.000603,1.0,90.0,502.0,3614.0
1536,0.049916,1.0,66.0,280.0,2910.0
1537,0.076542,1.0,606.0,820.0,820.0
1538,0.003347,-1.0,278.0,1024.0,2838.0
1539,0.003625,1.0,66.0,420.0,665.0
1540,0.016534,1.0,130.0,2835.0,4588.0
1541,0.032001,1.0,66.0,799.0,3650.0
1542,0.01574,-1.0,66.0,2670.0,3000.0
1543,0.082016,1.0,335.0,5460.0,7093.0
1544,0.008942,1.0,97.0,2669.0,3065.0
1545,0.001453,1.0,66.0,214.0,3064.0
1546,0.079209,-1.0,66.0,812.0,2064.0
1547,0.071165,-1.0,74.0,148.0,820.0
1548,0.0,-1.0,150.0,150.0,1252.0
1549,0.013569,1.0,105.0,1416.0,1556.0
1550,0.080937,-1.0,101.0,395.0,461.0
1551,0.024298,-1.0,66.0,1420.0,2320.0
1552,0.024758,1.0,670.0,2981.0,4064.0
1553,0.0,-1.0,66.0,66.0,528.0
1554,0.070005,1.0,66.0,928.0,1327.0
1555,0.040273,1.0,66.0,382.0,816.0
1556,0.0,-1.0,66.0,66.0,804.0
1557,0.0,-1.0,74.0,74.0,2059.0
1558,0.072804,1.0,536.0,2058.0,2058.0
1559,0.070228,1.0,130.0,1286.0,2058.0
1560,0.010256,1.0,535.0,1359.0,1852.0
1561,0.069179,-1.0,278.0,1090.0,2059.0
1562,0.0,-1.0,66.0,66.0,606.0
1563,0.010893,1.0,97.0,2450.0,2758.0
1564,0.070253,1.0,66.0,1156.0,2059.0
1565,0.082968,-1.0,66.0,812.0,2060.0
1566,2e-05,1.0,66.0,140.0,2096.0
1567,0.083858,-1.0,278.0,1090.0,2093.0
1568,0.081154,1.0,130.0,1286.0,2090.0
1569,0.071195,1.0,66.0,1156.0,2091.0
1570,0.013267,-1.0,66.0,2767.0,3097.0
1571,0.070984,-1.0,278.0,1090.0,2093.0
1572,0.005892,1.0,66.0,1230.0,3097.0
1573,0.001728,-1.0,74.0,148.0,3174.0
1574,0.05822,-1.0,66.0,2824.0,4932.0
1575,0.030418,1.0,536.0,2198.0,3127.0
1576,0.003677,1.0,105.0,584.0,891.0
1577,0.03506,1.0,66.0,492.0,1409.0
1578,0.018724,-1.0,66.0,1592.0,6147.0
1579,0.00427,1.0,105.0,685.0,825.0
1580,0.010603,1.0,66.0,2998.0,3064.0
1581,0.003781,1.0,606.0,820.0,2976.0
1582,0.008626,1.0,236.0,1596.0,3063.0
1583,0.004576,-1.0,66.0,886.0,3060.0
1584,0.002173,1.0,105.0,886.0,7521.0
1585,0.013047,1.0,606.0,1057.0,3299.0
1586,0.018126,1.0,78.0,1940.0,3205.0
1587,0.012478,-1.0,147.0,1877.0,3701.0
1588,0.086228,1.0,606.0,886.0,886.0
1589,0.007167,-1.0,230.0,2366.0,3065.0
1590,0.055309,1.0,236.0,4087.0,5052.0
1591,1.8e-05,1.0,66.0,140.0,2923.0
1592,2.2e-05,1.0,66.0,140.0,2060.0
1593,0.021188,-1.0,66.0,1708.0,2363.0
1594,0.011283,-1.0,140.0,4040.0,4599.0
1595,0.006438,1.0,66.0,1698.0,1764.0
1596,0.012473,-1.0,66.0,2593.0,2923.0
1597,0.077115,-1.0,74.0,148.0,820.0
1598,0.079639,1.0,236.0,1522.0,2060.0
1599,0.006121,-1.0,66.0,2392.0,3395.0
1600,2.6e-05,1.0,66.0,140.0,2059.0
1601,0.000407,-1.0,110.0,176.0,308.0
1602,0.015628,-1.0,110.0,2671.0,2834.0
1603,0.079262,1.0,606.0,820.0,820.0
1604,0.050147,-1.0,66.0,2908.0,2908.0
1605,0.077689,1.0,606.0,1480.0,1480.0
1606,0.054148,-1.0,97.0,4295.0,4575.0
1607,0.029523,-1.0,230.0,2177.0,3582.0
1608,0.000266,-1.0,278.0,344.0,2240.0
1609,0.057826,-1.0,140.0,9730.0,10223.0
1610,0.008036,1.0,130.0,1360.0,2929.0
1611,0.054044,-1.0,66.0,3053.0,3053.0
1612,0.048758,-1.0,97.0,2895.0,3128.0
1613,0.008615,-1.0,97.0,2756.0,2989.0
1614,0.075639,1.0,606.0,820.0,820.0
1615,0.000283,1.0,66.0,418.0,3896.0
1616,0.010657,-1.0,230.0,2362.0,2973.0
1617,0.052978,1.0,78.0,3240.0,3240.0
1618,0.01155,1.0,66.0,1230.0,3060.0
1619,0.008473,1.0,97.0,2665.0,3061.0
1620,0.024142,1.0,97.0,1961.0,2936.0
1621,0.020354,1.0,105.0,2201.0,2341.0
1622,0.025178,1.0,74.0,140.0,140.0
1623,0.003455,1.0,606.0,820.0,2931.0
1624,0.01818,-1.0,101.0,2996.0,3128.0
1625,0.012877,1.0,66.0,280.0,2996.0
1626,3.7e-05,1.0,575.0,1426.0,6694.0
1627,0.032451,1.0,566.0,2228.0,3157.0
1628,0.081458,-1.0,74.0,148.0,820.0
1629,0.007682,1.0,66.0,2600.0,3093.0
1630,0.003334,1.0,606.0,820.0,3006.0
1631,0.005441,-1.0,278.0,1164.0,3093.0
1632,0.005395,-1.0,278.0,1164.0,3005.0
1633,0.038128,-1.0,149.0,3720.0,7498.0
1634,0.011065,1.0,66.0,2960.0,3026.0
1635,0.074011,-1.0,66.0,3073.0,3073.0
1636,0.028437,-1.0,66.0,2311.0,2385.0
1637,0.071311,1.0,74.0,4943.0,7677.0
1638,0.018481,-1.0,278.0,1230.0,3742.0
1639,0.068937,1.0,66.0,214.0,820.0
1640,0.007517,-1.0,230.0,2394.0,3093.0
1641,0.0231,-1.0,66.0,6331.0,10930.0
1642,0.048533,-1.0,101.0,3609.0,3741.0
1643,0.076151,1.0,606.0,820.0,820.0
1644,0.046028,-1.0,97.0,4338.0,7499.0
1645,0.005116,-1.0,278.0,1164.0,3095.0
1646,0.000348,1.0,66.0,410.0,2183.0
1647,0.027697,1.0,74.0,140.0,140.0
1648,0.007497,-1.0,146.0,1530.0,2043.0
1649,0.013963,-1.0,101.0,2924.0,3056.0
1650,0.070194,1.0,606.0,820.0,820.0
1651,0.057452,-1.0,150.0,3162.0,3675.0
1652,0.0,-1.0,147.0,147.0,3934.0
1653,0.009834,1.0,130.0,1360.0,3058.0
1654,0.0,1.0,74.0,74.0,3025.0
1655,0.002462,-1.0,97.0,374.0,2289.0
1656,0.081522,-1.0,74.0,148.0,820.0
1657,0.003956,-1.0,105.0,550.0,5073.0
1658,0.016294,-1.0,230.0,1590.0,2994.0
1659,0.036513,-1.0,101.0,2991.0,3123.0
1660,0.0,1.0,101.0,101.0,766.0
1661,0.008226,-1.0,230.0,2359.0,2970.0
1662,0.050157,-1.0,66.0,3094.0,5067.0
1663,0.0,-1.0,66.0,66.0,1655.0
